device_id,n_fixes,start_time,end_time,start_lon,start_lat,end_lon,end_lat,net_km,lat_change,max_lat,min_lat,top_state,top_state_prop,current_state,current_state_abbrev,migration_status
377539,696,2026-03-31T23:52:35Z,2026-04-30T00:52:19Z,-92.95082092285156,39.47905349731445,-104.53243255615234,51.43822479248047,1603.3560647989157,11.959171295166016,51.438446044921875,39.45097351074219,Saskatchewan,0.5057471264367817,Saskatchewan,SK,Migrating
377532,709,2026-04-01T00:02:29Z,2026-04-30T14:03:19Z,-96.26422119140624,46.82413482666016,-112.63170623779295,53.59732437133789,1382.0110765301026,6.773189544677727,53.62625503540039,46.78693771362305,Minnesota,0.7136812411847673,Alberta,AB,Migrating
377515,711,2026-04-01T00:23:05Z,2026-04-30T18:22:28Z,-93.77159881591795,40.218021392822266,-104.28024291992188,50.00370788574219,1362.5163508034282,9.785686492919922,50.02090072631836,40.21213150024414,Saskatchewan,0.4781997187060478,Saskatchewan,SK,Migrating
377516,680,2026-04-01T01:59:31Z,2026-04-30T00:59:14Z,-92.47601318359376,35.19601821899414,-99.124847412109375,45.04596328735352,1231.5047604858123,9.849945068359382,45.09885787963867,35.15480041503906,South Dakota,0.49117647058823527,South Dakota,SD,Migrating
377529,711,2026-04-01T00:35:05Z,2026-04-30T19:35:05Z,-92.83446502685548,44.732391357421875,-105.10721588134766,51.7247314453125,1193.4517922557402,6.992340087890625,51.7251091003418,44.73202133178711,Saskatchewan,0.5246132208157525,Saskatchewan,SK,Migrating
377510,659,2026-04-01T00:31:41Z,2026-04-30T11:30:32Z,-91.21565246582033,34.70671081542969,-92.84221649169922,45.19991683959961,1174.9300548097497,10.493206024169922,45.22616195678711,34.63603973388672,Arkansas,0.6676783004552352,Minnesota,MN,Migrating
377535,706,2026-03-31T23:50:37Z,2026-04-30T11:50:05Z,-93.63068389892578,43.35089111328125,-102.96560668945312,51.665653228759766,1158.3959811973214,8.314762115478516,51.66619110107422,43.3506965637207,Iowa,0.3385269121813031,Saskatchewan,SK,Migrating
377523,692,2026-04-01T00:44:59Z,2026-04-29T19:45:05Z,-95.6519775390625,45.30435562133789,-105.91204071044922,53.072174072265625,1138.8172318416068,7.767818450927734,53.08750534057617,45.289527893066406,Saskatchewan,0.5057803468208093,Saskatchewan,SK,Migrating
370818,708,2026-04-01T00:34:42Z,2026-04-30T12:36:13Z,-91.57384490966795,34.45786666870117,-97.02220153808594,43.56283950805664,1115.868886602852,9.104972839355469,43.56842422485352,34.45118713378906,Iowa,0.6087570621468926,South Dakota,SD,Migrating
377531,696,2026-03-31T23:54:06Z,2026-04-30T01:54:01Z,-97.2514190673828,44.431583404541016,-106.1662139892578,51.97666549682617,1066.2421010360442,7.545082092285156,51.98142623901367,44.40362930297851,Saskatchewan,0.5316091954022989,Saskatchewan,SK,Migrating
377511,632,2026-04-01T00:28:19Z,2026-04-27T11:30:05Z,-91.41121673583984,41.82797622680664,-99.8601531982422,49.07175827026367,1039.4212341633358,7.243782043457031,49.11533737182617,41.80497360229492,Iowa,0.41455696202531644,Manitoba,MB,Migrating
377527,528,2026-04-01T00:43:05Z,2026-04-23T02:43:30Z,-94.5888214111328,41.23664474487305,-97.846588134765625,50.07973861694336,1015.117433365628,8.8430938720703125,50.085391998291016,41.228294372558594,Manitoba,0.5303030303030303,Manitoba,MB,Migrating
236638,613,2026-04-01T00:17:05Z,2026-04-26T12:19:22Z,-93.0962142944336,39.62166213989258,-97.71412658691406,47.00054168701172,901.1502316309562,7.378879547119141,47.016380310058594,39.517913818359375,North Dakota,0.6133768352365416,North Dakota,ND,Migrating
236662,707,2026-04-01T00:30:29Z,2026-04-30T10:30:40Z,-98.61365509033205,44.70304107666016,-106.26670837402344,50.71940612792969,879.633586055366,6.016365051269524,50.71940612792969,44.68953323364258,Saskatchewan,0.5388967468175389,Saskatchewan,SK,Migrating
247429,698,2026-04-01T00:07:06Z,2026-04-30T06:07:14Z,-99.06888580322266,46.3144416809082,-104.5463409423828,53.15272903442383,855.647969198513,6.838287353515625,54.70164108276367,46.312843322753906,Saskatchewan,0.6518624641833811,Saskatchewan,SK,Migrating
377542,709,2026-04-01T00:13:20Z,2026-04-30T12:13:59Z,-95.83809661865234,43.27486801147461,-101.36346435546876,49.124080657958984,776.609149391458,5.849212646484375,49.31643295288086,43.26765823364258,Iowa,0.6826516220028209,Manitoba,MB,Migrating
377547,710,2026-03-31T23:53:09Z,2026-04-30T12:53:17Z,-94.68029022216795,43.556427001953125,-98.61432647705078,49.9320068359375,769.4268399786064,6.375579833984375,49.94542694091797,43.50362777709961,Minnesota,0.5830985915492958,Manitoba,MB,Migrating
377544,673,2026-04-01T00:06:35Z,2026-04-29T01:06:37Z,-97.8144989013672,45.720176696777344,-104.46622467041016,50.37207794189453,715.0418141323379,4.6519012451171875,50.38752365112305,45.711551666259766,South Dakota,0.5037147102526003,Saskatchewan,SK,Migrating
377549,671,2026-04-01T00:14:29Z,2026-04-29T01:14:06Z,-97.81481170654295,45.720367431640625,-104.46619415283205,50.37216567993164,715.015042156441,4.651798248291016,50.38751220703125,45.71158218383789,South Dakota,0.503725782414307,Saskatchewan,SK,Migrating
247435,28,2026-04-01T19:10:30Z,2026-04-28T19:10:44Z,-98.75780487060548,45.41653060913086,-104.2648696899414,50.21101379394531,672.9005495740863,4.794483184814453,50.27986526489258,45.414093017578125,Saskatchewan,0.6428571428571429,Saskatchewan,SK,Migrating
377540,713,2026-04-01T00:18:19Z,2026-04-30T18:18:29Z,-98.08573150634766,44.48838424682617,-102.58244323730467,49.1804313659668,623.6116474237881,4.692047119140625,49.25789260864258,44.42781829833984,Saskatchewan,0.5259467040673211,Saskatchewan,SK,Migrating
377518,707,2026-04-01T00:15:35Z,2026-04-30T13:15:22Z,-101.4777374267578,48.9164924621582,-107.24637603759766,52.76058578491211,588.5344161428063,3.8440933227539062,52.77400970458984,48.898311614990234,Saskatchewan,0.8472418670438473,Saskatchewan,SK,Migrating
247446,563,2026-04-01T00:22:00Z,2026-04-24T10:21:38Z,-96.34290313720705,45.9251708984375,-100.97008514404295,50.14628982543945,581.7073512932864,4.221118927001953,50.150291442871094,45.871944427490234,Minnesota,0.43161634103019536,Manitoba,MB,Migrating
247445,650,2026-04-01T00:04:43Z,2026-04-28T01:04:04Z,-97.162628173828125,45.138671875,-102.09241485595705,48.936920166015625,563.62077143201,3.798248291015625,49.97889709472656,45.11391067504883,South Dakota,0.3769230769230769,North Dakota,ND,Migrating
377525,577,2026-04-01T00:30:23Z,2026-04-25T01:30:59Z,-96.1088409423828,44.60932159423828,-100.80307006835938,48.41175842285156,554.5955409901426,3.8024368286132812,48.56558609008789,44.450286865234375,North Dakota,0.5771230502599654,North Dakota,ND,Migrating
377538,685,2026-03-31T23:59:35Z,2026-04-29T17:59:34Z,-96.749603271484375,45.810302734375,-99.53343200683594,50.40586471557617,551.120927515339,4.595561981201172,50.53420639038086,45.7957649230957,South Dakota,0.5255474452554745,Manitoba,MB,Migrating
247417,703,2026-04-01T00:43:23Z,2026-04-30T06:42:32Z,-90.3490982055664,44.25472259521485,-95.4742431640625,47.54564666748047,539.4058327771688,3.290924072265618,47.79728317260742,44.237205505371094,Minnesota,0.7567567567567568,Minnesota,MN,Migrating
236666,632,2026-04-01T00:26:22Z,2026-04-27T11:25:44Z,-91.5381088256836,34.208675384521484,-93.11615753173828,38.81671142578125,531.4182075711165,4.608036041259766,38.950103759765625,34.04637145996094,Arkansas,0.9018987341772152,Missouri,MO,Migrating
377543,714,2026-04-01T00:18:05Z,2026-04-30T18:17:48Z,-93.755279541015625,38.292747497558594,-96.11910247802734,42.26746368408203,485.27587703812935,3.9747161865234375,42.28709411621094,38.26893997192383,Iowa,0.5882352941176471,Iowa,IA,Migrating
377526,716,2026-04-01T00:11:35Z,2026-04-30T20:12:05Z,-97.19195556640624,45.541866302490234,-100.58016204833984,48.81003952026367,444.47543990024695,3.2681732177734375,48.8375358581543,45.529052734375,North Dakota,0.6536312849162011,North Dakota,ND,Migrating
377528,699,2026-03-31T23:46:10Z,2026-04-30T01:47:23Z,-100.3048324584961,47.69547271728515,-104.007568359375,50.86431121826172,442.93706734297257,3.1688385009765696,50.884395599365234,47.66022109985352,Saskatchewan,0.648068669527897,Saskatchewan,SK,Migrating
377524,719,2026-04-01T00:12:09Z,2026-04-30T22:12:19Z,-94.08506774902344,43.74322891235352,-93.71215057373048,47.33432388305664,400.36555715077486,3.591094970703118,47.528656005859375,43.7329216003418,Minnesota,1,Minnesota,MN,Migrating
377545,531,2026-04-01T00:23:00Z,2026-04-23T06:24:23Z,-95.15535736083984,45.79751968383789,-97.0257339477539,49.01862335205078,384.8026037549456,3.2211036682128906,49.02205276489258,45.26985168457031,Minnesota,0.9623352165725048,Manitoba,MB,Migrating
247430,703,2026-04-01T00:45:08Z,2026-04-30T06:44:36Z,-95.98909759521484,36.286338806152344,-96.62652587890624,39.52696228027344,364.6520056868253,3.2406234741210938,39.59341812133789,36.28411865234375,Kansas,0.7581792318634424,Kansas,KS,Migrating
247414,670,2026-04-01T00:22:39Z,2026-04-28T22:22:14Z,-100.76274871826172,47.314937591552734,-101.94124603271484,50.123775482177734,324.0623997460612,2.808837890625,50.124149322509766,47.25486755371094,North Dakota,0.8014925373134328,Saskatchewan,SK,Migrating
377548,706,2026-03-31T23:58:35Z,2026-04-30T12:58:35Z,-93.02254486083984,45.70664596557617,-94.4598388671875,48.17047500610352,294.8836791322545,2.463829040527351,48.23994064331055,45.6275634765625,Minnesota,1,Minnesota,MN,Migrating
227229,673,2026-03-31T23:55:48Z,2026-04-29T00:55:51Z,-94.76519775390624,45.79526901245117,-98.06572723388672,47.10919570922851,291.9888317577127,1.3139266967773366,47.19042205810547,45.77120590209961,North Dakota,0.5319465081723626,North Dakota,ND,Migrating
377522,528,2026-04-01T00:21:29Z,2026-04-23T01:24:41Z,-94.11100006103516,45.59245681762695,-95.75059509277344,47.3310432434082,230.51991202932268,1.73858642578125,47.33861541748047,45.589717864990234,Minnesota,1,Minnesota,MN,Migrating
377513,705,2026-03-31T23:52:05Z,2026-04-30T12:53:47Z,-98.7545394897461,47.51251983642578,-99.7498550415039,49.06810760498047,187.99138774479727,1.5555877685546875,49.23876190185547,47.49910736083984,Manitoba,0.6553191489361702,Manitoba,MB,Migrating
377546,701,2026-04-01T00:46:01Z,2026-04-30T06:45:05Z,-90.1147918701172,45.22380447387695,-91.24919128417967,45.916255950927734,117.15529154160518,0.69245147705078125,45.92704391479492,45.14656448364258,Wisconsin,1,Wisconsin,WI,Transitional
